Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Aachen & Städteregion Aachen,Germany/NRW,2020-03-23T11:00:00,513,,,50.776418511,6.083679199
Bielefeld,Germany/NRW,2020-03-23T11:00:00,93,,,52.028204774,8.535003662
Bochum,Germany/NRW,2020-03-23T11:00:00,120,,,51.478389448,7.217330933
Bonn,Germany/NRW,2020-03-23T11:00:00,151,,,50.736455137,7.101974487
Borken (Kreis),Germany/NRW,2020-03-23T11:00:00,282,,,51.84432,6.85824
Bottrop,Germany/NRW,2020-03-23T11:00:00,17,,,51.5216,6.9289
Coesfeld (Kreis),Germany/NRW,2020-03-23T11:00:00,152,,,51.9489, 7.17
Dortmund,Germany/NRW,2020-03-23T11:00:00,160,,,51.5122,7.4652
Duisburg,Germany/NRW,2020-03-23T11:00:00,133,,,51.4386,6.7566
Düren (Kreis),Germany/NRW,2020-03-23T11:00:00,142,,,50.8025,6.4823
Düsseldorf,Germany/NRW,2020-03-23T11:00:00,205,,,51.2224, 6.7703
Ennepe-Ruhr-Kreis,Germany/NRW,2020-03-23T11:00:00,61,,,51.351,7.306
Essen,Germany/NRW,2020-03-23T11:00:00,228,,,51.4587,7.0196
Euskirchen (Kreis),Germany/NRW,2020-03-23T11:00:00,53,,,50.6603,6.7861
Gelsenkirchen,Germany/NRW,2020-03-23T11:00:00,45,,,51.51,7.0958
Gütersloh (Kreis),Germany/NRW,2020-03-23T11:00:00,219,,,51.9045,8.3771
Hagen,Germany/NRW,2020-03-23T11:00:00,43,,,51.3546,7.4652
Hamm,Germany/NRW,2020-03-23T11:00:00,81,,,51.6768,7.814
Heinsberg (Kreis),Germany/NRW,2020-03-23T11:00:00,984,,,51.0479,6.0947
Herford (Kreis),Germany/NRW,2020-03-23T11:00:00,97,,,52.1158,8.671
Herne,Germany/NRW,2020-03-23T11:00:00,23,,,51.5386,7.2221
Hochsauerlandkreis (Kreis),Germany/NRW,2020-03-23T11:00:00,131,,,51.3495,8.2823
Höxter,Germany/NRW,2020-03-23T11:00:00,21,,,51.7921,9.3459
Kleve (Kreis),Germany/NRW,2020-03-23T11:00:00,109,,,51.7846,6.1312
Köln,Germany/NRW,2020-03-23T11:00:00,809,,,50.9411,6.9543
Krefeld,Germany/NRW,2020-03-23T11:00:00,71,,,51.3349,6.5643
Leverkusen,Germany/NRW,2020-03-23T11:00:00,48,,,51.0353,6.9804
Lippe (Kreis),Germany/NRW,2020-03-23T11:00:00,158,,,51.9358,8.8783
Märkischer Kreis,Germany/NRW,2020-03-23T11:00:00,44,,,51.2189,7.6424
Mettmann (Kreis),Germany/NRW,2020-03-23T11:00:00,152,,,51.254,6.9756
Minden-Lübbecke (Kreis),Germany/NRW,2020-03-23T11:00:00,153,,,52.2934,8.9058
Mönchengladbach,Germany/NRW,2020-03-23T11:00:00,77,,,51.1948,6.4243
Mülheim / Ruhr,Germany/NRW,2020-03-23T11:00:00,36,,,51.43,6.8781
Münster,Germany/NRW,2020-03-23T11:00:00,266,,,51.962,7.6204
Oberbergischer Kreis,Germany/NRW,2020-03-23T11:00:00,94,,,51.0224,7.5572
Oberhausen,Germany/NRW,2020-03-23T11:00:00,37,,,51.4686,6.8527
Olpe (Kreis),Germany/NRW,2020-03-23T11:00:00,17,,,51.0364,7.8841
Paderborn (Kreis),Germany/NRW,2020-03-23T11:00:00,89,,,51.7177,8.753
Recklinghausen (Kreis),Germany/NRW,2020-03-23T11:00:00,149,,,51.6054,7.2087
Remscheid,Germany/NRW,2020-03-23T11:00:00,30,,,51.1828,7.1988
Rhein-Erft-Kreis,Germany/NRW,2020-03-23T11:00:00,180,,,50.906,6.746
Rheinisch-Bergischer Kreis,Germany/NRW,2020-03-23T11:00:00,104,,,50.9982,7.1288
Rhein-Kreis Neuss,Germany/NRW,2020-03-23T11:00:00,140,,,51.135,6.63
Rhein-Sieg-Kreis,Germany/NRW,2020-03-23T11:00:00,305,,,50.7938,7.2077
Siegen-Wittgenstein (Kreis),Germany/NRW,2020-03-23T11:00:00,39,,,50.8796,8.0365
Soest (Kreis),Germany/NRW,2020-03-23T11:00:00,93,,,51.567,8.113
Solingen,Germany/NRW,2020-03-23T11:00:00,38,,,51.1725,7.0779
Steinfurt (Kreis),Germany/NRW,2020-03-23T11:00:00,201,,,52.211,7.592
Unna (Kreis),Germany/NRW,2020-03-23T11:00:00,98,,,51.5369,7.6904
Viersen (Kreis),Germany/NRW,2020-03-23T11:00:00,123,,,51.2585,6.3858
Warendorf (Kreis),Germany/NRW,2020-03-23T11:00:00,199,,,51.965,7.998
Wesel (Kreis),Germany/NRW,2020-03-23T11:00:00,124,,,51.6555,6.6165
Wuppertal,Germany/NRW,2020-03-23T11:00:00,74,,,51.2628,7.1727
